payitem_number,payitem_desc,unit,quantity,county,district,contract,item,awarded_price,letting_date,id
44201747,CL D PATCH T4  8,SQ YD,1000.000,COOK,1,61F14,87,22,11/9/2018,
44201753,CL D PATCH T2  9,SQ YD,111.000,DUPAGE,1,62F57,11,85.79,11/9/2018,
44201757,CL D PATCH T3  9,SQ YD,56.000,DUPAGE,1,62F57,11,76.2,11/9/2018,
44201759,CL D PATCH T4  9,SQ YD,56.000,DUPAGE,1,62F57,11,71.67,11/9/2018,
44201765,CL D PATCH T2 10,SQ YD,1508.000,DUPAGE,1,62F57,11,10.02,11/9/2018,
44201769,CL D PATCH T3 10,SQ YD,3016.000,DUPAGE,1,62F57,11,10,11/9/2018,
44201771,CL D PATCH T4 10,SQ YD,3016.000,DUPAGE,1,62F57,11,10,11/9/2018,
44201773,CL D PATCH T1 11,SQ YD,166.000,DUPAGE,1,61E06,78,94.36,11/9/2018,
44201777,CL D PATCH T2 11,SQ YD,893.000,DUPAGE,1,61E06,78,75.83,11/9/2018,
44201781,CL D PATCH T3 11,SQ YD,2219.000,DUPAGE,1,61E06,78,66.84,11/9/2018,
44201783,CL D PATCH T4 11,SQ YD,1722.000,DUPAGE,1,61E06,78,57.39,11/9/2018,
44201785,CL D PATCH T1 12,SQ YD,3.000,LAKE,1,62D35,7,600,11/9/2018,
44201789,CL D PATCH T2 12,SQ YD,5.000,KANE,1,61E75,80,110,11/9/2018,
44201789,CL D PATCH T2 12,SQ YD,66.000,MCHENRY,1,60T13,2,123,11/9/2018,
44201794,CL D PATCH T3 12,SQ YD,40.000,KANE,1,61E75,80,100,11/9/2018,
44201794,CL D PATCH T3 12,SQ YD,66.000,MCHENRY,1,60T13,2,123,11/9/2018,
44201796,CL D PATCH T4 12,SQ YD,80.000,LAKE,1,62D35,7,180,11/9/2018,
44201796,CL D PATCH T4 12,SQ YD,67.000,MCHENRY,1,60T13,2,116.85,11/9/2018,
44201803,CL D PATCH T2 13,SQ YD,768.000,COOK,1,62C71,6,90,11/9/2018,
44201803,CL D PATCH T2 13,SQ YD,100.000,MOULTRIE,7,74358,26,166.48,11/9/2018,
44201807,CL D PATCH T3 13,SQ YD,700.000,COOK,1,62C71,6,85,11/9/2018,
44201807,CL D PATCH T3 13,SQ YD,15.000,MOULTRIE,7,74358,26,167.33,11/9/2018,
44201809,CL D PATCH T4 13,SQ YD,585.000,COOK,1,62C71,6,85,11/9/2018,
44201815,CL D PATCH T2 14,SQ YD,388.000,COOK,1,62A36,5,60,11/9/2018,
44201819,CL D PATCH T3 14,SQ YD,290.000,COOK,1,62A36,5,60,11/9/2018,
44201819,CL D PATCH T3 14,SQ YD,23.000,KANE,1,61E67,79,116.19,11/9/2018,
44201821,CL D PATCH T4 14,SQ YD,425.000,COOK,1,62A36,5,60,11/9/2018,
44201821,CL D PATCH T4 14,SQ YD,136.000,KANE,1,61E67,79,113.31,11/9/2018,
44201827,CL D PATCH T2 15,SQ YD,22.000,TAZEWELL,4,68D85,34,347.25,11/9/2018,
44201831,CL D PATCH T3 15,SQ YD,34.000,TAZEWELL,4,68D85,34,331.46,11/9/2018,
44201863,CL D PATCH T2 18,SQ YD,12.000,KANE,1,61E75,80,150,11/9/2018,
44213000,PATCH REINFORCEMENT,SQ YD,763.000,JOHNSON,9,78653,62,50,11/9/2018,
44213200,SAW CUTS,FOOT,2518.000,JOHNSON,9,78653,62,0.01,11/9/2018,
44213200,SAW CUTS,FOOT,11890.000,LIVINGSTON,3,66H31,47,0.5,11/9/2018,
44213200,SAW CUTS,FOOT,960.000,MCLEAN,5,70752,21,3.85,11/9/2018,
44213204,TIE BARS    3/4,EACH,277.000,JOHNSON,9,78653,62,1,11/9/2018,
44213204,TIE BARS    3/4,EACH,42.000,LIVINGSTON,3,66H31,47,14,11/9/2018,
44213204,TIE BARS    3/4,EACH,60.000,MCLEAN,5,70752,21,15.5,11/9/2018,
44213204,TIE BARS    3/4,EACH,25.000,UNION,9,78697,65,20.7,11/9/2018,
44213208,TIE BARS  1 1/4,EACH,128.000,PEORIA,4,68185,42,19,11/9/2018,
44300200,STRIP REF CR CON TR,FOOT,3969.000,KANE,1,61E67,79,0.54,11/9/2018,
45100200,CRACK FILLING,POUND,710.000,JACKSON,9,78674,63,1.67,11/9/2018,
48100100,AGGREGATE SHLDS A,TON,11.000,LASALLE,3,66A57,39,35,11/9/2018,
48100500,AGGREGATE SHLDS A  6,SQ YD,7534.000,WINNEBAGO,2,64B87,45,9.01,11/9/2018,
48101200,AGGREGATE SHLDS B,TON,324.000,BUREAU,3,87686,92,35,11/9/2018,
48101200,AGGREGATE SHLDS B,TON,1389.000,CHRISTIAN,6,72K87,54,25.8,11/9/2018,
48101200,AGGREGATE SHLDS B,TON,108.000,HENRY,2,85672,90,52,11/9/2018,
48101200,AGGREGATE SHLDS B,TON,272.000,KENDALL,3,87665,91,30,11/9/2018,
48101200,AGGREGATE SHLDS B,TON,46.000,LASALLE,3,66F12,20,74,11/9/2018,
48101200,AGGREGATE SHLDS B,TON,292.000,LIVINGSTON,3,66H50,73,35,11/9/2018,
48101200,AGGREGATE SHLDS B,TON,320.000,LOGAN,6,93721,98,38.24,11/9/2018,
48101500,AGGREGATE SHLDS B  6,SQ YD,3028.000,CLINTON,8,76887,58,9.5,11/9/2018,
48101500,AGGREGATE SHLDS B  6,SQ YD,936.000,COOK,1,62A36,5,12,11/9/2018,
48101500,AGGREGATE SHLDS B  6,SQ YD,81.000,DUPAGE,1,62F57,11,30.71,11/9/2018,
48101500,AGGREGATE SHLDS B  6,SQ YD,85.000,KANE,1,61E67,79,16.68,11/9/2018,
48101500,AGGREGATE SHLDS B  6,SQ YD,793.000,KANKAKEE,3,66956,19,9,11/9/2018,
48101500,AGGREGATE SHLDS B  6,SQ YD,978.000,LAKE,1,62D35,7,23,11/9/2018,
48101500,AGGREGATE SHLDS B  6,SQ YD,40.000,MCLEAN,5,70752,21,19,11/9/2018,
48101500,AGGREGATE SHLDS B  6,SQ YD,23271.000,SANGAMON,6,72B37,22,10.26,11/9/2018,
48101600,AGGREGATE SHLDS B  8,SQ YD,218.000,KANE,1,61E99,81,13.01,11/9/2018,
48101600,AGGREGATE SHLDS B  8,SQ YD,1072.000,PEORIA,4,68185,42,24.5,11/9/2018,
48101620,AGGREGATE SHLDS B  10,SQ YD,60.000,COOK,1,62C71,6,20,11/9/2018,
48101620,AGGREGATE SHLDS B  10,SQ YD,807.000,KANE,1,62B31,36,21,11/9/2018,
48101620,AGGREGATE SHLDS B  10,SQ YD,238.000,KANKAKEE,3,66956,19,15.5,11/9/2018,
48102100,AGG WEDGE SHLD TYPE B,TON,37.000,COOK,1,62A36,5,85,11/9/2018,
48102100,AGG WEDGE SHLD TYPE B,TON,3688.000,COOK,1,62C71,6,22,11/9/2018,
48102100,AGG WEDGE SHLD TYPE B,TON,390.000,KANE,1,61F11,86,25,11/9/2018,
48102100,AGG WEDGE SHLD TYPE B,TON,136.000,MADISON,8,76L41,32,59,11/9/2018,
48102100,AGG WEDGE SHLD TYPE B,TON,23.000,MENARD,6,72K86,25,207.07,11/9/2018,
48102100,AGG WEDGE SHLD TYPE B,TON,130.000,MOULTRIE,7,74358,26,50.72,11/9/2018,
48102100,AGG WEDGE SHLD TYPE B,TON,208.000,PIKE,6,72K66,24,77.57,11/9/2018,
48102100,AGG WEDGE SHLD TYPE B,TON,392.000,WILL,1,62G91,37,23.55,11/9/2018,
48203021,HMA SHOULDERS   6,SQ YD,36.000,CHAMPAIGN,5,91550,94,166,11/9/2018,
48203021,HMA SHOULDERS   6,SQ YD,64.000,COOK,1,60X79,3,263.28,11/9/2018,
48203021,HMA SHOULDERS   6,SQ YD,233.000,KANE,1,61F04,83,57.7,11/9/2018,
48203021,HMA SHOULDERS   6,SQ YD,1052.000,WINNEBAGO,2,64B87,45,40.93,11/9/2018,
48203022,HMA SHOULDERS   6 1/4,SQ YD,580.000,COOK,1,62A36,5,40,11/9/2018,
48203023,HMA SHOULDERS   6 1/2,SQ YD,7854.000,PIATT,5,91580,97,37,11/9/2018,
48203023,HMA SHOULDERS   6 1/2,SQ YD,47116.000,SANGAMON,6,72B37,22,35.16,11/9/2018,
48203027,HMA SHOULDERS   7 1/2,SQ YD,367.000,KENDALL,3,87665,91,37,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,5987.000,CLINTON,8,76887,58,38.12,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,1329.000,HENDERSON,4,68E25,41,95,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,348.900,HENRY,2,64M78,46,66.5,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,482.000,JACKSON,9,78674,63,47.69,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,3011.000,KANE,1,62B31,36,35,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,3954.000,KANE,1,62F16,8,34.5,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,133.000,LAKE,1,62D35,7,70,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,741.000,MADISON,8,76L41,32,71.25,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,89.000,MARSHALL,4,68E12,50,120,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,5610.000,MCHENRY,1,60T13,2,36.13,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,80.000,MCLEAN,5,70752,21,175,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,4221.000,PEORIA,4,68185,42,63,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,343.000,SANGAMON,6,72B37,22,83.13,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,32700.000,VERMILION,5,70D07,76,38.25,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,522.000,WILLIAMSON,9,78363,59,92.34,11/9/2018,
48203029,HMA SHOULDERS   8,SQ YD,416.000,WOODFORD,4,68E17,35,85,11/9/2018,
48203031,HMA SHOULDERS   8 1/2,SQ YD,55.000,MOULTRIE,7,74358,26,120.24,11/9/2018,
48203037,HMA SHOULDERS  10,SQ YD,378.000,KANE,1,62B31,36,63,11/9/2018,
48203037,HMA SHOULDERS  10,SQ YD,145.000,LASALLE,3,66F12,20,59,11/9/2018,
48203037,HMA SHOULDERS  10,SQ YD,747.000,MOULTRIE,7,74358,26,63.01,11/9/2018,
48203037,HMA SHOULDERS  10,SQ YD,681.000,TAZEWELL,4,68D85,34,96.81,11/9/2018,
48203037,HMA SHOULDERS  10,SQ YD,57575.000,WILLIAMSON,9,78363,59,40.77,11/9/2018,
48203039,HMA SHOULDERS  10 1/2,SQ YD,178.000,KANKAKEE,3,66956,19,54,11/9/2018,
48203053,HMA SHOULDERS  14,SQ YD,3088.000,WILLIAMSON,9,78363,59,90.15,11/9/2018,
48203100,HMA SHOULDERS,TON,144.000,LIVINGSTON,3,66H50,73,125,11/9/2018,
48203100,HMA SHOULDERS,TON,284.000,MADISON,8,76L41,32,119.25,11/9/2018,
48203100,HMA SHOULDERS,TON,69.000,PEORIA,4,68185,42,210,11/9/2018,
48203100,HMA SHOULDERS,TON,4127.000,SANGAMON,6,72B37,22,108.63,11/9/2018,
48203100,HMA SHOULDERS,TON,80.000,VERMILION,5,70D07,76,110,11/9/2018,
48300100,PCC SHOULDERS  6,SQ YD,1203.000,WINNEBAGO,2,64B87,45,61.65,11/9/2018,
48300400,PCC SHOULDERS  9,SQ YD,1735.000,COOK,1,60X93,4,60,11/9/2018,
48300415,PCC SHOULDERS  9 3/4,SQ YD,50.000,UNION,9,78697,65,125.04,11/9/2018,
48300500,PCC SHOULDERS 10,SQ YD,225.000,KANE,1,62D43,68,75,11/9/2018,
48300500,PCC SHOULDERS 10,SQ YD,4956.000,LIVINGSTON,3,66H50,73,60,11/9/2018,
48300505,PCC SHOULDERS 10 1/4,SQ YD,6627.000,WINNEBAGO,2,64B87,45,56.19,11/9/2018,
48300515,PCC SHOULDERS 10 3/4,SQ YD,20669.000,WINNEBAGO,2,64B87,45,44.54,11/9/2018,
48300600,PCC SHOULDERS 11,SQ YD,1621.000,COOK,1,60X79,3,80,11/9/2018,
48300600,PCC SHOULDERS 11,SQ YD,1229.000,COOK,1,60X93,4,76,11/9/2018,
48300605,PCC SHOULDERS 11 1/4,SQ YD,198.000,COOK,1,60X93,4,90,11/9/2018,
48300615,PCC SHOULDERS 11 3/4,SQ YD,30.000,LAKE,1,60R79,1,110,11/9/2018,
50100100,REM EXIST STRUCT,EACH,1.000,BUREAU,3,87686,92,30000,11/9/2018,
50100100,REM EXIST STRUCT,EACH,1.000,HENRY,2,85672,90,22000,11/9/2018,
50100100,REM EXIST STRUCT,EACH,1.000,KANKAKEE,3,66956,19,120000,11/9/2018,
50100100,REM EXIST STRUCT,EACH,1.000,KENDALL,3,87665,91,46100,11/9/2018,
50100100,REM EXIST STRUCT,EACH,1.000,LASALLE,3,66A57,39,100000,11/9/2018,
50100100,REM EXIST STRUCT,EACH,1.000,LAWRENCE,7,74619,27,20000,11/9/2018,
50100100,REM EXIST STRUCT,EACH,1.000,LOGAN,6,93721,98,55092.94,11/9/2018,
50100100,REM EXIST STRUCT,EACH,1.000,PIATT,5,91555,95,27000,11/9/2018,
50100100,REM EXIST STRUCT,EACH,2.000,WINNEBAGO,2,46903,99,36831.64,11/9/2018,
50100300,REM EXIST STRUCT  N1,EACH,1.000,CLINTON,8,76887,58,8000,11/9/2018,
50100300,REM EXIST STRUCT  N1,EACH,1.000,COOK,1,60X79,3,500000,11/9/2018,
50100300,REM EXIST STRUCT  N1,EACH,1.000,COOK,1,60X93,4,750000,11/9/2018,
50100300,REM EXIST STRUCT  N1,EACH,1.000,KANE,1,62B31,36,14118,11/9/2018,
50100300,REM EXIST STRUCT  N1,EACH,1.000,MCLEAN,5,70752,21,1675,11/9/2018,
50100300,REM EXIST STRUCT  N1,EACH,1.000,PEORIA,4,68185,42,185000,11/9/2018,
50100300,REM EXIST STRUCT  N1,EACH,1.000,WINNEBAGO,2,64B87,45,201917.8,11/9/2018,
50100400,REM EXIST STRUCT  N2,EACH,1.000,CLINTON,8,76887,58,8000,11/9/2018,
50100400,REM EXIST STRUCT  N2,EACH,1.000,COOK,1,60X93,4,2500000,11/9/2018,
50100400,REM EXIST STRUCT  N2,EACH,1.000,KANE,1,62B31,36,7121,11/9/2018,
50100400,REM EXIST STRUCT  N2,EACH,1.000,MCLEAN,5,70752,21,1675,11/9/2018,
50100400,REM EXIST STRUCT  N2,EACH,1.000,PEORIA,4,68185,42,3600,11/9/2018,
50100400,REM EXIST STRUCT  N2,EACH,1.000,WINNEBAGO,2,64B87,45,198117.8,11/9/2018,
50100500,REM EXIST STRUCT  N3,EACH,1.000,CLINTON,8,76887,58,90000,11/9/2018,
50100500,REM EXIST STRUCT  N3,EACH,1.000,COOK,1,60X93,4,1300000,11/9/2018,
50100600,REM EXIST STRUCT  N4,EACH,1.000,CLINTON,8,76887,58,15000,11/9/2018,
50100600,REM EXIST STRUCT  N4,EACH,1.000,COOK,1,60X93,4,200000,11/9/2018,
50100600,REM EXIST STRUCT  N4,EACH,1.000,MCLEAN,5,70752,21,1675,11/9/2018,
50100700,REM EXIST STRUCT  N5,EACH,1.000,CLINTON,8,76887,58,7000,11/9/2018,
50100700,REM EXIST STRUCT  N5,EACH,1.000,COOK,1,60X93,4,100000,11/9/2018,
50100700,REM EXIST STRUCT  N5,EACH,1.000,MCLEAN,5,70752,21,8000,11/9/2018,
50100800,REM EXIST STRUCT  N6,EACH,1.000,MCLEAN,5,70752,21,9333.75,11/9/2018,
50100900,REM EXIST STRUCT  N7,EACH,1.000,MCLEAN,5,70752,21,8000,11/9/2018,
50101000,REM EXIST STRUCT  N8,EACH,1.000,MCLEAN,5,70752,21,1675,11/9/2018,
50101500,REM EXIST SUP-STR,EACH,1.000,COOK,1,60X93,4,250000,11/9/2018,
50101500,REM EXIST SUP-STR,EACH,1.000,MCDONOUGH,4,89747,93,22500,11/9/2018,
50101500,REM EXIST SUP-STR,EACH,1.000,MOULTRIE,7,74358,26,78030.01,11/9/2018,
50102400,CONC REM,CU YD,51.000,COOK,1,60X79,3,750,11/9/2018,
50102400,CONC REM,CU YD,365.500,COOK,1,60X93,4,260,11/9/2018,
50102400,CONC REM,CU YD,24.900,HENDERSON,4,68E25,41,2200,11/9/2018,
50102400,CONC REM,CU YD,11.100,HENRY,2,64M78,46,2215,11/9/2018,
50102400,CONC REM,CU YD,3.900,KANE,1,62B31,36,472,11/9/2018,
50102400,CONC REM,CU YD,70.100,KANE,1,62D43,68,850,11/9/2018,
50102400,CONC REM,CU YD,97.500,LAKE,1,60R79,1,1100,11/9/2018,
50102400,CONC REM,CU YD,24.000,LAKE,1,62D35,7,400,11/9/2018,
50102400,CONC REM,CU YD,9.000,MARSHALL,4,68E12,50,3500,11/9/2018,
50102400,CONC REM,CU YD,1.400,MCDONOUGH,4,89747,93,3125,11/9/2018,
50102400,CONC REM,CU YD,15.200,MENARD,6,72K86,25,1753.24,11/9/2018,
50102400,CONC REM,CU YD,42.200,MOULTRIE,7,74358,26,513.07,11/9/2018,
50102400,CONC REM,CU YD,7.500,PEORIA,4,68185,42,90,11/9/2018,
50102400,CONC REM,CU YD,37.200,PIKE,6,72K66,24,2528.56,11/9/2018,
50102400,CONC REM,CU YD,23.600,SANGAMON,6,72B37,22,291.35,11/9/2018,
50102400,CONC REM,CU YD,257.500,ST. CLAIR,8,76945,31,1493,11/9/2018,
50102400,CONC REM,CU YD,92.300,TAZEWELL,4,68D85,34,1850,11/9/2018,
50102400,CONC REM,CU YD,2.800,WINNEBAGO,2,46903,99,224.12,11/9/2018,
50102400,CONC REM,CU YD,8.400,WOODFORD,4,68E17,35,3550,11/9/2018,
50104400,CONC HDWL REM,EACH,2.000,COOK,1,60X93,4,1100,11/9/2018,
50104400,CONC HDWL REM,EACH,2.000,COOK,1,62A36,5,1100,11/9/2018,
50104400,CONC HDWL REM,EACH,2.000,KANKAKEE,3,66956,19,300,11/9/2018,
50104400,CONC HDWL REM,EACH,6.000,PEORIA,4,68185,42,400,11/9/2018,
50104400,CONC HDWL REM,EACH,1.000,PIATT,5,91580,97,100,11/9/2018,
50104400,CONC HDWL REM,EACH,48.000,SANGAMON,6,72B37,22,324.31,11/9/2018,
50104400,CONC HDWL REM,EACH,33.000,WINNEBAGO,2,64B87,45,526.73,11/9/2018,
50104650,SLOPE WALL REMOV,SQ YD,474.000,ST. CLAIR,8,76945,31,15.8,11/9/2018,
50104720,REM EXIST CONC DECK,EACH,1.000,COOK,1,60X93,4,200000,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,68.000,CHAMPAIGN,5,91550,94,45,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,419.000,CLINTON,8,76887,58,8,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,582.000,COOK,1,62A36,5,10,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,30.000,KANE,1,61E67,79,20,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,134.000,KANE,1,62B31,36,72,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,101.000,KANE,1,62F16,8,19,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,234.000,KANKAKEE,3,66956,19,10,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,74.000,LOGAN,6,93721,98,21.13,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,43.000,MCHENRY,1,60T13,2,7.16,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,90.000,MCLEAN,5,70752,21,15.5,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,606.000,PEORIA,4,68185,42,18,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,2073.000,SANGAMON,6,72B37,22,19.58,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,702.000,WILL,1,61F19,89,20,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,116.000,WILLIAMSON,9,78363,59,35.29,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,1435.000,WINNEBAGO,2,46903,99,15.66,11/9/2018,
50105220,PIPE CULVERT REMOV,FOOT,2593.000,WINNEBAGO,2,64B87,45,21.06,11/9/2018,
50157300,PROTECTIVE SHIELD,SQ YD,482.000,COOK,1,60X79,3,93.75,11/9/2018,
50157300,PROTECTIVE SHIELD,SQ YD,6247.000,COOK,1,60X93,4,0.1,11/9/2018,
50157300,PROTECTIVE SHIELD,SQ YD,260.000,HENRY,2,64M78,46,110,11/9/2018,
50157300,PROTECTIVE SHIELD,SQ YD,805.000,KANE,1,62D43,68,70,11/9/2018,
50157300,PROTECTIVE SHIELD,SQ YD,435.000,KANKAKEE,3,66956,19,0.01,11/9/2018,
50157300,PROTECTIVE SHIELD,SQ YD,2303.000,LAKE,1,60R79,1,37,11/9/2018,
50157300,PROTECTIVE SHIELD,SQ YD,815.000,ST. CLAIR,8,76945,31,18.9,11/9/2018,
50157300,PROTECTIVE SHIELD,SQ YD,1282.000,WINNEBAGO,2,64B87,45,0.1,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,222.000,ADAMS,6,93711,101,35,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,260.000,CLINTON,8,76887,58,30,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,8616.000,COOK,1,60X79,3,40,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,9602.300,COOK,1,60X93,4,40,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,168.000,DUPAGE,1,61E06,78,130,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,80.000,HENRY,2,85672,90,15,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,446.000,KANE,1,61F04,83,25,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,356.000,KANKAKEE,3,66956,19,25,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,45.000,KENDALL,3,87665,91,35,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,119.000,LASALLE,3,66A57,39,35,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,335.000,LASALLE,3,66F12,20,51,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,89.000,LOGAN,6,93721,98,27.14,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,244.200,MOULTRIE,7,74358,26,33.65,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,278.000,PEORIA,4,68185,42,28,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,78.000,PIATT,5,91555,95,22,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,209.000,WINNEBAGO,2,46903,99,57.88,11/9/2018,
50200100,STRUCTURE EXCAVATION,CU YD,540.000,WINNEBAGO,2,64B87,45,36.6,11/9/2018,
50200300,COFFERDAM EXCAVATION,CU YD,125.000,HENRY,2,85672,90,50,11/9/2018,
50200300,COFFERDAM EXCAVATION,CU YD,160.000,KENDALL,3,87665,91,39,11/9/2018,
50200300,COFFERDAM EXCAVATION,CU YD,366.000,LOGAN,6,93721,98,31.89,11/9/2018,
50200300,COFFERDAM EXCAVATION,CU YD,113.400,MOULTRIE,7,74358,26,58.37,11/9/2018,
50200400,ROCK EXC STRUCT,CU YD,7.000,ADAMS,6,93711,101,165,11/9/2018,
50201101,COFFERDAM TYP 1 LOC 1,EACH,1.000,HENRY,2,85672,90,38000,11/9/2018,
50201101,COFFERDAM TYP 1 LOC 1,EACH,1.000,KENDALL,3,87665,91,36000,11/9/2018,
50201102,COFFERDAM TYP 1 LOC 2,EACH,1.000,HENRY,2,85672,90,38000,11/9/2018,
50201102,COFFERDAM TYP 1 LOC 2,EACH,1.000,KENDALL,3,87665,91,36000,11/9/2018,
50201121,COFFERDAM TYP 2 LOC 1,EACH,1.000,LOGAN,6,93721,98,36626.49,11/9/2018,
50201121,COFFERDAM TYP 2 LOC 1,EACH,1.000,MOULTRIE,7,74358,26,46453.61,11/9/2018,
50201122,COFFERDAM TYP 2 LOC 2,EACH,1.000,LOGAN,6,93721,98,36626.49,11/9/2018,
50201122,COFFERDAM TYP 2 LOC 2,EACH,1.000,MOULTRIE,7,74358,26,46453.61,11/9/2018,
50300100,FLOOR DRAINS,EACH,20.000,MOULTRIE,7,74358,26,383.08,11/9/2018,
50300100,FLOOR DRAINS,EACH,2.000,WOODFORD,4,68E17,35,550,11/9/2018,
50300225,CONC STRUCT,CU YD,46.400,ADAMS,6,93711,101,900,11/9/2018,
50300225,CONC STRUCT,CU YD,734.500,CLINTON,8,76887,58,700,11/9/2018,
50300225,CONC STRUCT,CU YD,959.700,COOK,1,60X79,3,500,11/9/2018,
50300225,CONC STRUCT,CU YD,2968.700,COOK,1,60X93,4,700,11/9/2018,
50300225,CONC STRUCT,CU YD,131.700,HENRY,2,85672,90,780,11/9/2018,
50300225,CONC STRUCT,CU YD,140.700,KANE,1,61F04,83,970,11/9/2018,
50300225,CONC STRUCT,CU YD,32.100,KANE,1,62D43,68,350,11/9/2018,
50300225,CONC STRUCT,CU YD,240.200,KANKAKEE,3,66956,19,700,11/9/2018,
50300225,CONC STRUCT,CU YD,140.200,KENDALL,3,87665,91,700,11/9/2018,
50300225,CONC STRUCT,CU YD,2.900,LAKE,1,62D35,7,3800,11/9/2018,
50300225,CONC STRUCT,CU YD,188.600,LASALLE,3,66A57,39,850,11/9/2018,
50300225,CONC STRUCT,CU YD,18.800,LASALLE,3,66F12,20,486,11/9/2018,
50300225,CONC STRUCT,CU YD,163.400,LOGAN,6,93721,98,781.81,11/9/2018,
50300225,CONC STRUCT,CU YD,2.800,MCDONOUGH,4,89747,93,2250,11/9/2018,
50300225,CONC STRUCT,CU YD,80.700,MOULTRIE,7,74358,26,1195.53,11/9/2018,
50300225,CONC STRUCT,CU YD,424.100,PEORIA,4,68185,42,1010,11/9/2018,
50300225,CONC STRUCT,CU YD,26.800,PIATT,5,91555,95,910,11/9/2018,
50300225,CONC STRUCT,CU YD,127.500,SANGAMON,6,72B37,22,2360.56,11/9/2018,
50300225,CONC STRUCT,CU YD,7.000,ST. CLAIR,8,76945,31,2355.4,11/9/2018,
50300225,CONC STRUCT,CU YD,57.800,TAZEWELL,4,68D85,34,2565,11/9/2018,
50300225,CONC STRUCT,CU YD,227.700,WINNEBAGO,2,46903,99,1154.66,11/9/2018,
50300225,CONC STRUCT,CU YD,348.000,WINNEBAGO,2,64B87,45,993.8,11/9/2018,
50300254,RUBBED FINISH,SQ FT,2998.000,COOK,1,60X79,3,5.59,11/9/2018,
50300254,RUBBED FINISH,SQ FT,19115.000,COOK,1,60X93,4,3.15,11/9/2018,
50300255,CONC SUP-STR,CU YD,1492.000,CLINTON,8,76887,58,900,11/9/2018,
50300255,CONC SUP-STR,CU YD,1288.700,COOK,1,60X79,3,1000,11/9/2018,
50300255,CONC SUP-STR,CU YD,5280.400,COOK,1,60X93,4,925,11/9/2018,
50300255,CONC SUP-STR,CU YD,24.900,HENDERSON,4,68E25,41,3000,11/9/2018,
50300255,CONC SUP-STR,CU YD,12.100,HENRY,2,64M78,46,2565,11/9/2018,
50300255,CONC SUP-STR,CU YD,4.800,KANE,1,62B31,36,944,11/9/2018,
50300255,CONC SUP-STR,CU YD,79.300,KANE,1,62D43,68,1800,11/9/2018,
50300255,CONC SUP-STR,CU YD,505.300,KANKAKEE,3,66956,19,750,11/9/2018,
50300255,CONC SUP-STR,CU YD,107.200,LAKE,1,60R79,1,1400,11/9/2018,
50300255,CONC SUP-STR,CU YD,175.100,LASALLE,3,66A57,39,950,11/9/2018,
50300255,CONC SUP-STR,CU YD,169.900,LOGAN,6,93721,98,1104.19,11/9/2018,
